"Samp_ID","83936","125923","59270","59074","58633","125904","83971","88634","88599","aaaaa","58486","83837","83874","85855","85779","59411","83879","83880","83973","58487","bbbbb","59235","83905","59434","59175","59255","58352","58578","59282","83937","59322","59425","58445","83873","58559","58458","58246","83888","127917","59297","58525","ddddd","59167","59350","733321","58440","83862","83957","58538","59185","84116","83899","zpSR","phySR","zpD","phyB","Omnip","Gzp","mzpGzp","pH","Temp","Cond","PAR","TN","TP","Omni_pt","Omni_abspt"
"Lake_22",0,859.236102541602,322.213538453101,10847.8557945877,0,0,0,5048.01210243191,107.4045128177,751.831589723902,107.4045128177,107.4045128177,322.213538453101,0,1825.8767179009,214.809025635401,0,0,0,966.640615359302,107.4045128177,3651.75343580181,0,0,0,0,0,0,7196.10235878592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,37.9750308872788,31430793.5666667,0.338011547542292,0.42559981555545,0.31552162010279,9.07,26.4,351.1,0.647058823529412,42.6492069546563,20.8514814154354,0.897350993377483,11
"Lake_23",0,11.2526539278132,2228.02547770701,11.2526539278132,90.0212314225053,0,0,22.5053078556263,0,67.515923566879,0,0,0,0,0,90.0212314225053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798.938428874735,0,0,22.5053078556263,0,0,0,0,0,0,22.5053078556263,11.2526539278132,0,0,0,0,0,0,0,0,0,0,11,41,44.1826443816773,728641509.466667,0.322360221690897,0.197612879693746,0.107729198798652,9.81,27.1,298.6,0.245283018867925,139.728183283056,65.4085254088935,0.676666666666667,5
"Lake_24",0,237.784631471525,158.523087647683,0,0,0,0,5310.52343619739,0,3566.76947207287,1981.53859559605,1902.2770517722,317.046175295366,0,4993.47726090202,396.307719119208,2377.84631471525,0,0,871.876982062258,634.092350590733,1030.40006970994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.784631471525,0,0,0,0,0,0,0,0,0,0,14,66,30.058994036624,62549420.6666667,0.198433906340603,0.132334764698115,0.000207847868747237,8.43,23.1,432.4,0.0857142857142857,45.47430872,2.063682224,0.409240924092409,13
"Lake_25",20.2330248981244,0,1146.53807756038,209.074590613952,0,0,0,33.7217081635406,0,107.90946612333,0,0,0,0,6.74434163270812,188.841565715827,0,0,0,80.9320995924974,0,47.2103914289568,6.74434163270812,0,0,13.4886832654162,26.9773665308325,0,53.9547330616649,0,26.9773665308325,13.4886832654162,0,6.74434163270812,0,0,0,0,0,0,0,0,13.4886832654162,6.74434163270812,0,0,0,0,0,0,0,0,18,24,10.501806845547,14523399.6333333,0.312481956039437,0.361204216560193,0.234647076228074,10.11,24.7,573,0.592592592592593,28.4537342383526,29.8121245168822,0.798657718120805,9
"Lake_26",0,0,495.202224015783,0,0,0,0,5762.35315218366,0,1800.73536005739,720.294144022958,45.0183840014348,1620.66182405165,0,45.0183840014348,0,540.220608017218,0,0,810.330912025827,945.386064030132,0,45.0183840014348,0,0,0,360.147072011479,0,0,495.202224015783,405.165456012914,0,0,0,0,0,0,0,0,90.0367680028697,0,0,0,0,0,0,0,0,0,0,0,0,15,23,33.1845651437853,12876149.5666667,0.541276794919749,0.284813095865104,0.134331215606841,8.19,25.5,649,0.619718309859155,26.5380096273246,22.2546590439586,0.549206349206349,6
"Lake_27",0,0,0,0,0,0,0,41556.1064951309,0,3926.56124363441,0,6871.48217636023,0,0,327.213436969535,0,1308.85374787814,0,0,4580.98811757348,0,0,327.213436969535,0,0,0,0,0,0,33702.9840078621,6217.05530242116,0,3272.13436969535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,117.166941537828,4969835385.66667,0.203136799037277,0.330177199840336,0.261803030633526,8.53,23.9,484,0.0285714285714286,134.242898,2.05341547,0.483974358974359,3
"Lake_28",0,0,20724.6718991097,0,0,0,0,0,0,0,5771.42761747359,0,0,0,0,262.337618976072,0,20724.6718991097,0,0,0,0,262.337618976072,0,0,0,0,0,0,0,27020.7747545355,0,524.675237952145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,86.0802141994661,70012252.9,0.345434567145712,0.036664772574565,0.19728522882049,8.39,25,432.4,0.142857142857143,15.27947339,0.383389024,0.358885017421603,3
"Lake_29",0,468.202764976959,156.067588325653,0,0,0,0,39.0168970814132,156.067588325653,2380.03072196621,1950.84485407066,39.0168970814132,0,0,3784.63901689708,117.05069124424,39.0168970814132,0,0,78.0337941628264,0,0,0,0,0,0,0,0,0,2184.94623655914,0,117.05069124424,39.0168970814132,0,78.0337941628264,0,0,0,0,0,0,0,0,78.0337941628264,0,0,0,0,0,0,0,0,16,37,62.3833864110906,1007203250,0.268504296515913,0.138737476811898,0.087412741911155,8.33,24.5,467.9,0.253164556962025,51.15016385,0.695976184,0.27,10
"Lake_3",0,92.2124836499476,46.1062418249738,1106.54980379937,0,0,0,3826.81807147283,0,414.956176424764,46.1062418249738,46.1062418249738,322.743692774817,0,1705.93094752403,1844.24967299895,0,0,0,92.2124836499476,46.1062418249738,184.424967299895,0,2259.20584942372,1705.93094752403,0,0,0,46.1062418249738,0,92.2124836499476,0,0,0,0,0,46.1062418249738,0,0,138.318725474921,0,0,0,0,46.1062418249738,46.1062418249738,0,0,0,0,0,0,21,20,75.359840290267,20127873.6666667,0.648539988475052,0.566009983785687,0.258936018168338,8.19,20.6,358.7,0.473053892215569,40.8315575199915,15.8788168371599,0.387622149837134,11
"Lake_30",0,61.466471031447,860.530594440258,245.865884125788,0,0,0,5163.18356664156,61.466471031447,799.064123408811,61.466471031447,0,1106.39647856605,0,6884.24475552207,61.466471031447,0,0,0,0,61.466471031447,61.466471031447,0,245.865884125788,122.932942062894,0,1966.92707300631,0,0,0,0,0,799.064123408811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,56,29.0952606081637,225567796.4,0.560451537502735,0.0883473674744507,0.09781412422431,8.73,22.6,320.4,0.333333333333333,29.92817723,0.367633753,0.394039735099338,9
"Lake_31",0,169.929467631928,849.647338159641,849.647338159641,169.929467631928,0,0,10705.5564608115,0,339.858935263856,254.894201447892,679.717870527712,84.9647338159641,0,84.9647338159641,8836.33231686026,0,0,0,0,339.858935263856,84.9647338159641,0,0,0,254.894201447892,849.647338159641,0,0,0,0,1104.54153960753,0,0,0,0,169.929467631928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,33.1048019853864,43981293.9666667,0.488441918755875,0.573520503124819,0.296066758943045,8.44,28.22,435.8,0.333333333333333,76.72328243,0.740788308,0.552631578947368,10
"Lake_33",0,1722.35760604684,0,0,0,0,0,7176.49002519516,0,6028.25162116393,35308.3309239602,287.059601007806,0,0,9185.9072322498,15214.1588534137,287.059601007806,0,0,1722.35760604684,6602.37082317955,0,0,0,0,0,0,0,0,3731.77481310148,0,1722.35760604684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,111.260552099087,1739958587,0.545266059144648,0.16911439838904,0.132729392410091,8.63,22.7,396,0.0689655172413793,36.33047042,0.454868881,0.535483870967742,6
"Lake_34",0,0,0,0,1171.83159958608,0,0,3835.08523500899,0,1704.48232667066,0,0,0,0,106.530145416916,53.2650727084581,0,0,266.325363542291,0,4900.38668917815,213.060290833833,3728.55508959207,53.2650727084581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,49,43.8116621319126,139694590.366667,0.501242243900335,0.21968496456412,0.152667819429439,8.36,30.3,516,0.34375,115.0153141,0.331215831,0.252491694352159,2
"Lake_35",0,272.886308741621,0,163.731785244972,0,0,0,3711.25379888604,0,0,3056.32665790615,0,4366.18093986593,0,54.5772617483241,0,0,0,0,0,54.5772617483241,0,0,0,0,0,54.5772617483241,0,0,0,0,4584.48998685923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,29.5393709494156,40118152,0.485424744191633,0.16804693016073,0.108193445760834,8.6,23.7,475,0.576923076923077,28.59667159,0.195552616,0.722408026755853,5
"Lake_37",0,42.2206584941298,548.868560423688,42.2206584941298,0,0,0,759.971852894337,0,422.206584941299,1351.06107181215,42.2206584941298,126.66197548239,0,126.66197548239,3462.09399651865,42.2206584941298,0,0,0,3715.41794748343,506.647901929558,0,1139.95777934151,0,168.882633976519,0,0,295.544609458909,0,0,84.4413169882597,0,0,0,0,0,0,0,0,0,0,0,0,211.103292470649,0,0,0,0,0,0,0,18,40,19.3517842478469,26522406.7666667,0.331863042656367,0.332641764500537,0.0764582326042188,8.55,23.2,481,0.606666666666667,38.87282515,0.13850433,0.306451612903226,11
"Lake_38",0,243.97488119484,243.97488119484,0,0,0,0,7319.24643584521,0,44159.4534962661,0,0,0,0,243.97488119484,243.97488119484,0,0,0,1951.79904955872,243.97488119484,0,1951.79904955872,0,731.924643584521,0,0,0,0,0,12930.6687033265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,126.688404134114,205860661.666667,0.121246384672391,0.308402142006433,0.191105981621745,8.64,24.9,365.4,0.166666666666667,38.16066597,0.470527296,0.138888888888889,5
"Lake_39",0,0,2863.47096978326,0,0,0,0,11317.5281186672,272.711520931739,16089.9797349726,136.35576046587,1908.98064652217,0,0,136.35576046587,0,0,0,0,409.067281397609,136.35576046587,272.711520931739,0,545.423041863478,0,0,6681.43226282761,0,0,0,0,0,0,0,272.711520931739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,43,128.449753666893,826152414,0.710930667677312,0.495292287714897,0.343384331840733,8.89,24.2,432.8,0.196078431372549,76.79431986,0.572645989,0.378737541528239,9
"Lake_4",44.2773043376749,0,309.941130363724,0,0,0,0,6774.42756366426,0,1151.20991277955,44.2773043376749,398.495739039074,177.1092173507,221.386521688374,1992.47869519537,442.773043376749,44.2773043376749,0,0,0,796.991478078148,0,0,0,0,44.2773043376749,0,0,0,0,0,841.268782415823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5546086753498,132.831913013025,0,0,0,0,16,26,19.9883695076575,10213778.3333333,0.532571885573185,0.21851822139934,0.305748259115838,8.23,24.5,314.8,0.363636363636364,28.1459891915579,15.2633880527199,0.60983606557377,8
"Lake_40",0,58.8404703265274,470.723762612219,0,0,0,0,3236.22586795901,0,1000.28799555097,706.085643918329,0,117.680940653055,0,0,58.8404703265274,0,0,58.8404703265274,0,11591.5726543259,0,0,0,0,0,764.926114244856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,24.9870334799106,32880981.0666667,0.0706042516102202,0.340001441984416,0.144597304834309,7.92,23.4,520,0.3125,44.49156475,0.453738892,0.247557003257329,4
"Lake_5",0,0,428.211459065522,79.2984183454671,0,0,0,15.8596836690934,0,31.7193673381868,539.229244749176,63.4387346763736,0,0,2061.75887698214,15.8596836690934,967.440703814698,0,0,0,0,0,333.053357050962,0,0,0,0,0,63.4387346763736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,9.55737489437042,75805091.2333333,0.372066438871014,0.151896578175589,0.14960435705857,8.3,26.4,256.3,0.352941176470588,37.3689842036272,16.6665656812432,0.244827586206897,5
"Lake_6",14.2318709482889,0,0,113.854967586311,151.806623448415,0,0,37.9516558621036,0,203.990150258807,0,4.74395698276295,0,0,4.74395698276295,336.82094577617,0,0,28.4637418965777,0,0,0,393.748429569325,0,0,4.74395698276295,0,4.74395698276295,0,0,0,0,0,0,0,0,14.2318709482889,0,42.6956128448666,0,0,0,0,0,23.7197849138148,0,0,0,4.74395698276295,4.74395698276295,14.2318709482889,18.9758279310518,19,26,5.82730260782889,22475859.5666667,0.183415302599489,0.427193756859529,0.303572172229439,8.58,27.6,93.9,0.639344262295082,52.1386985882132,15.5341767178735,0.163333333333333,9
"Lake_8",0,16.4293916109184,49.2881748327551,16.4293916109184,0,0,0,115.005741276429,0,772.181405713163,16.4293916109184,443.593573494796,0,0,706.46383926949,1560.79220303724,16.4293916109184,0,0,0,98.5763496655102,32.8587832218367,0,0,0,525.740531549388,0,16.4293916109184,0,49.2881748327551,492.881748327551,32.8587832218367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,24,13.1932725938307,21978222.2333333,0.0917233936540629,0.54100236247419,0.196034314923338,8.33,25.4,268.7,0.496240601503759,45.2785261437953,32.8646512877047,0.162251655629139,8
"Lake_9",394.56415901105,0,157.82566360442,0,0,0,0,447.172713545856,0,710.215486219889,0,2314.77639953149,0,0,26.3042772674033,26.3042772674033,0,0,0,0,0,26.3042772674033,3366.94749022762,26.3042772674033,0,0,0,0,184.129940871823,0,0,0,0,0,0,0,0,0,131.521386337017,0,0,0,0,52.6085545348066,0,0,0,0,0,0,0,0,13,20,18.2696648249536,31914975.8333333,0.391621151618266,0.303259760659237,0.215877992667533,8.77,24.5,174.4,0.32258064516129,34.7630639456675,78.3079127307565,0.127090301003344,6
